tipo producto,precio,cantidad,credit card,marca,fecha,categoria,subcategoria
activewear,8098.4,17,jcb,Cherokee,30/08/2014,clothing shoes & jewelry,women's clothing
tops,2894.01,14,bankcard,Cherokee,16/08/2014,clothing shoes & jewelry,women's clothing
jeans,5511.38,14,visa,Mossimo Supply Co.,07/08/2014,clothing shoes & jewelry,women's clothing
shorts,8421.66,5,diners-club-enroute,DC Comics,31/03/2015,clothing shoes & jewelry,women's clothing
shorts,1145.07,8,jcb,C9 Champion,15/09/2014,clothing shoes & jewelry,women's clothing
sleepwear,5365.3,11,jcb,Mossimo,22/12/2014,clothing shoes & jewelry,women's clothing
intimates,4201.69,11,jcb,C9 Champion,01/07/2014,clothing shoes & jewelry,women's clothing
skirts,2334.18,18,jcb,Dickies,07/01/2015,clothing shoes & jewelry,women's clothing
sleepwear,7784.17,15,jcb,Cherokee,10/08/2014,clothing shoes & jewelry,women's clothing
intimates,2736.43,8,jcb,Lily Star,09/03/2015,clothing shoes & jewelry,women's clothing
socks & hosiery,7142.83,2,americanexpress,XOXO,23/06/2014,clothing shoes & jewelry,women's clothing
pants,440.52,19,mastercard,Mossimo,20/01/2015,clothing shoes & jewelry,women's clothing
shorts,300.38,16,diners-club-international,DC Comics,15/03/2015,clothing shoes & jewelry,women's clothing
swimsuits,5186.74,1,jcb,Olde School,28/11/2014,clothing shoes & jewelry,women's clothing
pants,2748.36,19,visa,Olde School,21/09/2014,clothing shoes & jewelry,women's clothing
jeans,2500.95,18,mastercard,Lily Star,12/03/2015,clothing shoes & jewelry,women's clothing
shorts,1957.44,13,visa,Lily Star,24/09/2014,clothing shoes & jewelry,women's clothing
swimsuits,6761.76,4,jcb,Dickies,30/05/2014,clothing shoes & jewelry,women's clothing
socks & hosiery,6262.55,18,jcb,ISANI for Target,29/03/2015,clothing shoes & jewelry,women's clothing
intimates,990.29,3,mastercard,VERO MODA,28/03/2015,clothing shoes & jewelry,women's clothing
swimsuits,2105.17,20,maestro,Olde School,08/03/2015,clothing shoes & jewelry,women's clothing
sleepwear,499.38,8,diners-club-international,Batman,11/08/2014,clothing shoes & jewelry,women's clothing
swimsuits,556.55,18,jcb,Mossimo,12/12/2014,clothing shoes & jewelry,women's clothing
swimsuits,141.68,7,instapayment,Olde School,23/08/2014,clothing shoes & jewelry,women's clothing
skirts,7884.5,4,china-unionpay,No Retreat,28/07/2014,clothing shoes & jewelry,women's clothing
sweaters,3971.34,15,jcb,Dickies,05/09/2014,clothing shoes & jewelry,women's clothing
outerwear,4633.28,11,americanexpress,Lilly Pulitzer for Target,17/11/2014,clothing shoes & jewelry,women's clothing
outerwear,4335.87,4,jcb,Olde School,22/06/2014,clothing shoes & jewelry,women's clothing
suits,9567.02,20,visa-electron,Mossimo,27/02/2015,clothing shoes & jewelry,women's clothing
sweaters,8843.57,10,maestro,DC Comics,09/09/2014,clothing shoes & jewelry,women's clothing
intimates,2584.41,14,jcb,Merona,08/05/2015,clothing shoes & jewelry,women's clothing
shorts,5648.68,10,visa-electron,XOXO,11/01/2015,clothing shoes & jewelry,women's clothing
outerwear,8594.89,18,mastercard,No Retreat,03/01/2015,clothing shoes & jewelry,women's clothing
sweaters,3320.62,4,jcb,Star Wars,27/03/2015,clothing shoes & jewelry,women's clothing
outerwear,1368.48,4,china-unionpay,Vanilla Star,05/09/2014,clothing shoes & jewelry,women's clothing
activewear,4441.83,11,jcb,Ambar,08/07/2014,clothing shoes & jewelry,women's clothing
skirts,5078.92,9,jcb,Mossimo Supply Co,25/06/2014,clothing shoes & jewelry,women's clothing
sweaters,1565.56,13,switch,VERO MODA,18/11/2014,clothing shoes & jewelry,women's clothing
dresses,7993.91,19,jcb,Harper and Zoe,23/09/2014,clothing shoes & jewelry,women's clothing
intimates,2037.03,4,jcb,Mossimo,16/11/2014,clothing shoes & jewelry,women's clothing
skirts,5630.36,19,jcb,JACHS Manufacturing Co,19/01/2015,clothing shoes & jewelry,women's clothing
skirts,1464.14,19,maestro,Lily Star,05/10/2014,clothing shoes & jewelry,women's clothing
intimates,197.71,3,mastercard,Halo,16/04/2015,clothing shoes & jewelry,women's clothing
sleepwear,5019.44,20,mastercard,Dickies,09/05/2015,clothing shoes & jewelry,women's clothing
jeans,2672.48,1,visa,Mossimo Supply Co,16/03/2015,clothing shoes & jewelry,women's clothing
sleepwear,8950.04,15,diners-club-enroute,XOXO,01/11/2014,clothing shoes & jewelry,women's clothing
activewear,6955.71,5,laser,Xhilaration,08/04/2015,clothing shoes & jewelry,women's clothing
dresses,1211.28,1,switch,C9 Champion,10/02/2015,clothing shoes & jewelry,women's clothing
outerwear,9917.25,9,diners-club-enroute,XOXO,14/03/2015,clothing shoes & jewelry,women's clothing
outerwear,8221.89,8,americanexpress,Mossimo,28/07/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,6833.15,20,visa-electron,No Retreat,26/05/2014,clothing shoes & jewelry,women's clothing
tops,8537.29,12,mastercard,Wrangler,19/03/2015,clothing shoes & jewelry,women's clothing
suits,3440.23,17,jcb,XOXO,07/11/2014,clothing shoes & jewelry,women's clothing
tops,2636.11,3,jcb,Tevolio,13/02/2015,clothing shoes & jewelry,women's clothing
sweaters,4729.51,17,diners-club-enroute,Harper and Zoe,27/05/2014,clothing shoes & jewelry,women's clothing
shorts,808.85,3,diners-club-international,Lilly Pulitzer for Target,26/04/2015,clothing shoes & jewelry,women's clothing
activewear,8581.55,11,switch,Wrangler,15/07/2014,clothing shoes & jewelry,women's clothing
outerwear,5269.65,16,jcb,Olde School,29/11/2014,clothing shoes & jewelry,women's clothing
socks & hosiery,7300.48,4,jcb,Denizen from Levi's,15/05/2015,clothing shoes & jewelry,women's clothing
blazers & jackets,2745.87,9,jcb,Xhilaration,06/02/2015,clothing shoes & jewelry,women's clothing
swimsuits,8419.64,8,diners-club-carte-blanche,ISANI for Target,03/09/2014,clothing shoes & jewelry,women's clothing
socks & hosiery,1100.63,16,americanexpress,Cherokee,16/10/2014,clothing shoes & jewelry,women's clothing
sleepwear,8698.73,11,jcb,Halo,11/03/2015,clothing shoes & jewelry,women's clothing
sweaters,4663.28,6,jcb,Xhilaration,15/10/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,2620.79,3,laser,Star Wars,09/07/2014,clothing shoes & jewelry,women's clothing
sweaters,1035.81,1,jcb,DC Comics,01/04/2015,clothing shoes & jewelry,women's clothing
sleepwear,2850.07,16,switch,Corona,26/05/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,1296.92,18,laser,Dickies,01/07/2014,clothing shoes & jewelry,women's clothing
socks & hosiery,7650.2,13,jcb,Tevolio,26/11/2014,clothing shoes & jewelry,women's clothing
shorts,34,7,jcb,Olde School,02/08/2014,clothing shoes & jewelry,women's clothing
tops,4933.77,1,jcb,Denizen from Levi's,08/06/2014,clothing shoes & jewelry,women's clothing
skirts,6342.77,10,bankcard,JACHS Manufacturing Co,30/12/2014,clothing shoes & jewelry,women's clothing
intimates,7610.66,3,jcb,Mossimo,09/10/2014,clothing shoes & jewelry,women's clothing
suits,5486.15,6,jcb,C9 Champion,15/01/2015,clothing shoes & jewelry,women's clothing
intimates,5549.78,19,diners-club-enroute,Star Wars,09/04/2015,clothing shoes & jewelry,women's clothing
outerwear,337.74,19,diners-club-carte-blanche,JACHS Manufacturing Co,24/04/2015,clothing shoes & jewelry,women's clothing
activewear,5549.75,14,jcb,VERO MODA,15/01/2015,clothing shoes & jewelry,women's clothing
suits,152.64,19,jcb,Wrangler,16/01/2015,clothing shoes & jewelry,women's clothing
dresses,5651.67,16,americanexpress,Halo,03/04/2015,clothing shoes & jewelry,women's clothing
tops,5579.19,11,bankcard,Olde School,11/11/2014,clothing shoes & jewelry,women's clothing
pants,2865.97,9,americanexpress,DC Comics,21/11/2014,clothing shoes & jewelry,women's clothing
sleepwear,173.61,12,jcb,Denizen from Levi's,09/05/2015,clothing shoes & jewelry,women's clothing
sleepwear,4351.47,8,jcb,Wrangler,30/08/2014,clothing shoes & jewelry,women's clothing
skirts,9896.92,8,diners-club-enroute,Jeffrey Max,22/11/2014,clothing shoes & jewelry,women's clothing
swimsuits,4174.87,7,jcb,DC Comics,20/06/2014,clothing shoes & jewelry,women's clothing
outerwear,6705.72,19,jcb,Dickies,14/01/2015,clothing shoes & jewelry,women's clothing
outerwear,3619.45,9,jcb,DC Comics,19/01/2015,clothing shoes & jewelry,women's clothing
socks & hosiery,8516.99,18,jcb,Mossimo Supply Co,03/09/2014,clothing shoes & jewelry,women's clothing
sleepwear,9008.21,5,americanexpress,JACHS Manufacturing Co,17/07/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,1368.29,15,jcb,C9 Champion,23/03/2015,clothing shoes & jewelry,women's clothing
dresses,5181.03,13,diners-club-enroute,Star Wars,16/07/2014,clothing shoes & jewelry,women's clothing
tops,3599.36,7,jcb,VERO MODA,05/03/2015,clothing shoes & jewelry,women's clothing
skirts,6124.58,11,jcb,ISANI for Target,15/11/2014,clothing shoes & jewelry,women's clothing
pants,8667.03,4,jcb,Merona,01/12/2014,clothing shoes & jewelry,women's clothing
swimsuits,3159.63,2,jcb,Mossimo,20/06/2014,clothing shoes & jewelry,women's clothing
socks & hosiery,2136.96,15,maestro,Tevolio,14/11/2014,clothing shoes & jewelry,women's clothing
suits,2044.89,1,visa-electron,Halo,07/11/2014,clothing shoes & jewelry,women's clothing
dresses,6407.44,1,diners-club-carte-blanche,Merona,26/06/2014,clothing shoes & jewelry,women's clothing
pants,2319.79,19,diners-club-carte-blanche,Ambar,27/11/2014,clothing shoes & jewelry,women's clothing
pants,780.86,3,visa,Mossimo,25/06/2014,clothing shoes & jewelry,women's clothing
skirts,18.37,16,diners-club-carte-blanche,Merona,26/02/2015,clothing shoes & jewelry,women's clothing
skirts,8006.45,1,diners-club-us-ca,Ambar,24/08/2014,clothing shoes & jewelry,women's clothing
outerwear,1243.98,5,jcb,Wrangler,28/12/2014,clothing shoes & jewelry,women's clothing
outerwear,5561.01,9,jcb,Denizen from Levi's,01/04/2015,clothing shoes & jewelry,women's clothing
outerwear,7685.47,12,mastercard,Cherokee,15/08/2014,clothing shoes & jewelry,women's clothing
tops,1904.57,11,mastercard,No Retreat,21/10/2014,clothing shoes & jewelry,women's clothing
pants,8680.22,13,visa,Olde School,10/08/2014,clothing shoes & jewelry,women's clothing
intimates,8509.22,4,visa,Olde School,19/06/2014,clothing shoes & jewelry,women's clothing
suits,4052.23,9,diners-club-enroute,No Retreat,29/12/2014,clothing shoes & jewelry,women's clothing
tops,6086.11,20,americanexpress,Halo,19/01/2015,clothing shoes & jewelry,women's clothing
dresses,371.86,8,jcb,Jeffrey Max,08/12/2014,clothing shoes & jewelry,women's clothing
sleepwear,5205.29,9,jcb,Mossimo,22/07/2014,clothing shoes & jewelry,women's clothing
activewear,6569.5,19,diners-club-us-ca,Mossimo,05/04/2015,clothing shoes & jewelry,women's clothing
suits,4399.95,9,jcb,Vanilla Star,14/01/2015,clothing shoes & jewelry,women's clothing
sweaters,7018.89,14,jcb,Lilly Pulitzer for Target,11/11/2014,clothing shoes & jewelry,women's clothing
pants,9657.65,6,jcb,Merona,12/06/2014,clothing shoes & jewelry,women's clothing
pants,1210.66,14,jcb,Merona,25/07/2014,clothing shoes & jewelry,women's clothing
tops,5920.05,4,switch,DC Comics,13/01/2015,clothing shoes & jewelry,women's clothing
pants,5312.32,16,jcb,Corona,14/04/2015,clothing shoes & jewelry,women's clothing
jeans,975.25,16,maestro,VERO MODA,14/12/2014,clothing shoes & jewelry,women's clothing
activewear,8092.17,8,diners-club-enroute,Denizen from Levi's,07/01/2015,clothing shoes & jewelry,women's clothing
dresses,3155.35,10,americanexpress,DC Comics,08/08/2014,clothing shoes & jewelry,women's clothing
swimsuits,372.75,8,jcb,No Retreat,12/11/2014,clothing shoes & jewelry,women's clothing
sleepwear,860.08,9,jcb,Lilly Pulitzer for Target,17/01/2015,clothing shoes & jewelry,women's clothing
activewear,8939.55,6,diners-club-enroute,Wrangler,23/01/2015,clothing shoes & jewelry,women's clothing
sleepwear,7481.49,10,diners-club-enroute,Corona,26/11/2014,clothing shoes & jewelry,women's clothing
outerwear,1152.89,11,jcb,Mossimo,20/09/2014,clothing shoes & jewelry,women's clothing
outerwear,8163.86,16,jcb,Wrangler,30/01/2015,clothing shoes & jewelry,women's clothing
suits,4702.7,11,jcb,Xhilaration,09/03/2015,clothing shoes & jewelry,women's clothing
blazers & jackets,7169.33,9,mastercard,Merona,13/01/2015,clothing shoes & jewelry,women's clothing
outerwear,2204.25,9,mastercard,Corona,30/03/2015,clothing shoes & jewelry,women's clothing
jeans,8315.81,13,jcb,C9 Champion,18/07/2014,clothing shoes & jewelry,women's clothing
shorts,5314.09,19,jcb,Jeffrey Max,06/12/2014,clothing shoes & jewelry,women's clothing
jeans,819.27,16,visa-electron,C9 Champion,06/10/2014,clothing shoes & jewelry,women's clothing
swimsuits,3373.83,20,jcb,Dickies,29/09/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,5050.63,1,mastercard,Mossimo Supply Co.,01/08/2014,clothing shoes & jewelry,women's clothing
pants,529.86,20,americanexpress,Star Wars,18/08/2014,clothing shoes & jewelry,women's clothing
shorts,515.9,10,jcb,ISANI for Target,11/05/2015,clothing shoes & jewelry,women's clothing
socks & hosiery,841.51,18,jcb,XOXO,24/01/2015,clothing shoes & jewelry,women's clothing
skirts,2800.49,10,diners-club-carte-blanche,Olde School,27/11/2014,clothing shoes & jewelry,women's clothing
pants,4584.58,13,diners-club-enroute,Denizen from Levi's,29/09/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,9028.75,16,mastercard,Mossimo Supply Co,06/11/2014,clothing shoes & jewelry,women's clothing
sweaters,3682.16,19,mastercard,Cherokee,04/12/2014,clothing shoes & jewelry,women's clothing
dresses,6043.53,14,jcb,Lilly Pulitzer for Target,14/05/2015,clothing shoes & jewelry,women's clothing
suits,1764.95,13,mastercard,Xhilaration,31/10/2014,clothing shoes & jewelry,women's clothing
sweaters,2011.57,9,jcb,No Retreat,04/11/2014,clothing shoes & jewelry,women's clothing
intimates,9529.54,13,jcb,XOXO,19/01/2015,clothing shoes & jewelry,women's clothing
activewear,8460.01,4,mastercard,JACHS Manufacturing Co,21/12/2014,clothing shoes & jewelry,women's clothing
dresses,1590.34,4,visa,Mossimo,18/08/2014,clothing shoes & jewelry,women's clothing
socks & hosiery,8471.06,4,diners-club-carte-blanche,Wrangler,01/03/2015,clothing shoes & jewelry,women's clothing
sweaters,5112.6,13,jcb,Harper and Zoe,29/01/2015,clothing shoes & jewelry,women's clothing
blazers & jackets,687.57,10,mastercard,Merona,27/12/2014,clothing shoes & jewelry,women's clothing
socks & hosiery,2023.06,7,mastercard,Star Wars,06/12/2014,clothing shoes & jewelry,women's clothing
sweaters,1440.94,10,maestro,Batman,11/03/2015,clothing shoes & jewelry,women's clothing
dresses,6171.43,17,laser,Harper and Zoe,03/10/2014,clothing shoes & jewelry,women's clothing
suits,9778.06,16,jcb,C9 Champion,22/11/2014,clothing shoes & jewelry,women's clothing
dresses,7859.71,13,bankcard,Batman,18/10/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,7995.72,17,mastercard,Mossimo,08/11/2014,clothing shoes & jewelry,women's clothing
socks & hosiery,5326.78,4,jcb,Mossimo Supply Co.,04/08/2014,clothing shoes & jewelry,women's clothing
dresses,5864.06,8,maestro,Batman,22/10/2014,clothing shoes & jewelry,women's clothing
skirts,3387.36,6,visa,Tevolio,19/10/2014,clothing shoes & jewelry,women's clothing
skirts,6539.75,13,visa-electron,Denizen from Levi's,29/10/2014,clothing shoes & jewelry,women's clothing
dresses,5151.21,14,instapayment,Xhilaration,01/06/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,6054.19,18,bankcard,Mossimo,05/07/2014,clothing shoes & jewelry,women's clothing
shorts,4169.5,11,maestro,Mossimo Supply Co.,27/01/2015,clothing shoes & jewelry,women's clothing
pants,9910.82,10,americanexpress,Olde School,15/09/2014,clothing shoes & jewelry,women's clothing
pants,5056.06,6,jcb,Xhilaration,30/04/2015,clothing shoes & jewelry,women's clothing
sleepwear,9830.12,6,maestro,Mossimo,08/12/2014,clothing shoes & jewelry,women's clothing
jeans,2809.08,13,mastercard,Harper and Zoe,17/01/2015,clothing shoes & jewelry,women's clothing
blazers & jackets,6109.47,17,jcb,Mossimo,28/08/2014,clothing shoes & jewelry,women's clothing
sweaters,5152.23,3,jcb,Star Wars,23/02/2015,clothing shoes & jewelry,women's clothing
sweaters,5415.67,12,switch,Mossimo,05/09/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,1678.17,11,diners-club-enroute,VERO MODA,14/07/2014,clothing shoes & jewelry,women's clothing
activewear,4317.43,13,jcb,DC Comics,31/12/2014,clothing shoes & jewelry,women's clothing
socks & hosiery,8219.46,14,visa-electron,Denizen from Levi's,03/11/2014,clothing shoes & jewelry,women's clothing
skirts,9105.61,17,diners-club-enroute,JACHS Manufacturing Co,08/04/2015,clothing shoes & jewelry,women's clothing
suits,4047.35,17,jcb,Harper and Zoe,20/09/2014,clothing shoes & jewelry,women's clothing
sleepwear,7193.17,14,switch,Olde School,19/08/2014,clothing shoes & jewelry,women's clothing
swimsuits,3998.87,19,jcb,C9 Champion,31/10/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,7864.65,18,switch,JACHS Manufacturing Co,10/09/2014,clothing shoes & jewelry,women's clothing
dresses,6571.49,11,maestro,JACHS Manufacturing Co,20/12/2014,clothing shoes & jewelry,women's clothing
activewear,3904.98,19,diners-club-us-ca,Halo,20/10/2014,clothing shoes & jewelry,women's clothing
dresses,4915.39,16,maestro,Batman,29/01/2015,clothing shoes & jewelry,women's clothing
tops,8403.11,15,maestro,Mossimo,17/09/2014,clothing shoes & jewelry,women's clothing
suits,236.93,2,americanexpress,Mossimo,03/07/2014,clothing shoes & jewelry,women's clothing
sweaters,143.2,5,jcb,Tevolio,30/10/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,3142.41,1,jcb,Ambar,03/12/2014,clothing shoes & jewelry,women's clothing
swimsuits,4366.93,16,bankcard,Cherokee,31/05/2014,clothing shoes & jewelry,women's clothing
activewear,6452.37,10,americanexpress,C9 Champion,18/03/2015,clothing shoes & jewelry,women's clothing
jeans,4250.81,7,visa-electron,Jeffrey Max,13/04/2015,clothing shoes & jewelry,women's clothing
blazers & jackets,8874.82,6,diners-club-enroute,Tevolio,28/11/2014,clothing shoes & jewelry,women's clothing
sweaters,5573.93,19,diners-club-carte-blanche,C9 Champion,11/02/2015,clothing shoes & jewelry,women's clothing
jeans,4801.62,4,jcb,Mossimo Supply Co.,27/07/2014,clothing shoes & jewelry,women's clothing
outerwear,3635.98,9,jcb,Vanilla Star,17/09/2014,clothing shoes & jewelry,women's clothing
swimsuits,3261.05,13,jcb,Olde School,20/12/2014,clothing shoes & jewelry,women's clothing
blazers & jackets,298.96,1,instapayment,XOXO,02/04/2015,clothing shoes & jewelry,women's clothing
skirts,3245.6,1,laser,XOXO,07/01/2015,clothing shoes & jewelry,women's clothing
